# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RP11-27N21.3	ENSG00000272138	ENST00000607172	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP11-299D14.2	ENSG00000254178	ENST00000520386	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-299M14.2	ENSG00000255343	ENST00000534006	prime3_overlapping_ncrna	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP11-300E4.2	ENSG00000254238	ENST00000520778	antisense	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-30L15.4	ENSG00000253667	ENST00000523153	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP11-30L15.6	ENSG00000260955	ENST00000565668	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-316J7.4	ENSG00000253299	ENST00000517879	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-317J10.2	ENSG00000253549	ENST00000517697	antisense	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-317J10.2	ENSG00000253549	ENST00000521761	antisense	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-317J10.2	ENSG00000253549	ENST00000524052	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-318M2.2	ENSG00000247081	ENST00000499522	antisense	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-318M2.2	ENSG00000247081	ENST00000523614	antisense	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-318M2.3	ENSG00000253851	ENST00000523775	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-326E22.1	ENSG00000254031	ENST00000521685	antisense	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-346I3.4	ENSG00000246145	ENST00000499642	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-347C18.1	ENSG00000243979	ENST00000391360	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-347C18.5	ENSG00000272509	ENST00000605911	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-350N15.6	ENSG00000272159	ENST00000606593	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-351I21.6	ENSG00000255556	ENST00000526502	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0
RP11-351I21.7	ENSG00000254423	ENST00000532111	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RP11-35G22.1	ENSG00000253754	ENST00000520037	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-360L9.4	ENSG00000253133	ENST00000523081	antisense	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RP11-360L9.7	ENSG00000253174	ENST00000524133	antisense	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RP11-360L9.7	ENSG00000253174	ENST00000578500	antisense	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RP11-360L9.8	ENSG00000264578	ENST00000581909	antisense	0	0	0	18	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	14
RP11-363E6.3	ENSG00000254027	ENST00000517670	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-363E6.3	ENSG00000254027	ENST00000518880	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-363L24.2	ENSG00000229211	ENST00000522306	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-363L24.3	ENSG00000253961	ENST00000521252	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
RP11-363L24.3	ENSG00000253961	ENST00000523365	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-367E12.4	ENSG00000253833	ENST00000517767	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-37B2.1	ENSG00000251136	ENST00000504145	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-37B2.1	ENSG00000251136	ENST00000519655	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-37B2.1	ENSG00000251136	ENST00000523859	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-37B2.1	ENSG00000251136	ENST00000524190	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-380I10.4	ENSG00000253690	ENST00000521731	antisense	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
RP11-382J12.1	ENSG00000246366	ENST00000499227	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP11-382J12.1	ENSG00000246366	ENST00000518152	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-382J12.1	ENSG00000246366	ENST00000518553	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-382J12.1	ENSG00000246366	ENST00000519167	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-382J24.2	ENSG00000254272	ENST00000519706	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-383H13.1	ENSG00000235531	ENST00000457356	processed_transcript	0	0	0	49	0	0	0	0	0	0	7	0	30	0	6	0	0	0	0	0	0	0	6
RP11-383H13.1	ENSG00000235531	ENST00000512290	processed_transcript	0	0	0	25	0	0	0	0	0	0	6	0	16	0	1	0	0	0	0	0	0	0	2
RP11-383H13.1	ENSG00000235531	ENST00000518916	processed_transcript	0	0	0	58	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	6
RP11-383H13.1	ENSG00000235531	ENST00000519068	nonsense_mediated_decay	0	0	0	46	0	0	0	0	0	0	3	0	43	0	0	0	0	0	0	0	0	0	0
RP11-383H13.1	ENSG00000235531	ENST00000519751	processed_transcript	0	0	0	42	0	0	0	0	0	0	6	0	30	0	0	0	0	0	0	0	0	0	6
RP11-383H13.1	ENSG00000235531	ENST00000521467	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
RP11-383H13.1	ENSG00000235531	ENST00000522519	nonsense_mediated_decay	0	0	0	44	1	0	0	0	0	0	6	0	30	0	1	0	0	0	0	0	0	0	6
RP11-383H13.1	ENSG00000235531	ENST00000524152	protein_coding	0	0	0	43	0	0	0	0	0	0	7	0	30	0	0	0	0	0	0	0	0	0	6
RP11-383H13.1	ENSG00000235531	ENST00000537896	protein_coding	0	0	0	43	1	0	0	0	0	0	6	0	30	0	0	0	0	0	0	0	0	0	6
RP11-383J24.6	ENSG00000271975	ENST00000607837	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-384C12.1	ENSG00000240519	ENST00000486251	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-386D6.1	ENSG00000254115	ENST00000519041	antisense	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-395I14.2	ENSG00000253476	ENST00000523840	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RP11-3G21.1	ENSG00000254575	ENST00000527110	antisense	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-401H2.1	ENSG00000253664	ENST00000521294	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-403D15.2	ENSG00000255206	ENST00000526901	antisense	0	0	0	19	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	1
RP11-412B14.1	ENSG00000255101	ENST00000527318	antisense	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RP11-412B14.2	ENSG00000255361	ENST00000530523	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-419L20.2	ENSG00000254185	ENST00000518703	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-422N16.3	ENSG00000248050	ENST00000499579	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
RP11-429J17.2	ENSG00000181097	ENST00000531565	antisense	0	0	0	13	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	10
RP11-429J17.4	ENSG00000254574	ENST00000527579	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-429J17.5	ENSG00000254548	ENST00000527908	antisense	0	0	0	11	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	7
RP11-429J17.8	ENSG00000214733	ENST00000527139	antisense	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-429J17.8	ENSG00000214733	ENST00000532625	antisense	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-429J17.8	ENSG00000214733	ENST00000534089	antisense	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-434I12.2	ENSG00000250295	ENST00000514599	antisense	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP11-434I12.2	ENSG00000250295	ENST00000517475	antisense	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP11-434I12.2	ENSG00000250295	ENST00000520894	antisense	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-446E9.2	ENSG00000271722	ENST00000607326	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-44K6.2	ENSG00000253838	ENST00000520185	sense_intronic	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44K6.3	ENSG00000253939	ENST00000517623	antisense	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
RP11-44K6.4	ENSG00000254287	ENST00000522970	antisense	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
RP11-44N11.2	ENSG00000272384	ENST00000607710	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-44N11.3	ENSG00000272043	ENST00000607393	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44N12.5	ENSG00000271930	ENST00000606778	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-452N4.1	ENSG00000254083	ENST00000520101	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RP11-452N4.1	ENSG00000254083	ENST00000522279	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RP11-452N4.1	ENSG00000254083	ENST00000524070	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RP11-459E5.1	ENSG00000253125	ENST00000523627	antisense	0	0	0	17	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3
RP11-463C14.1	ENSG00000253668	ENST00000517688	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-463D19.1	ENSG00000254538	ENST00000533978	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP11-463D19.2	ENSG00000258677	ENST00000358757	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
RP11-465K4.4	ENSG00000271081	ENST00000603871	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP11-473O4.1	ENSG00000243402	ENST00000490340	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-473O4.4	ENSG00000254263	ENST00000521014	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-481A20.4	ENSG00000255174	ENST00000533272	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-4K16.2	ENSG00000253972	ENST00000521048	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RP11-4K16.2	ENSG00000253972	ENST00000522187	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-4K16.2	ENSG00000253972	ENST00000522828	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-4K16.2	ENSG00000253972	ENST00000523307	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-4K16.2	ENSG00000253972	ENST00000524129	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-503E24.2	ENSG00000254165	ENST00000522190	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP11-51J9.5	ENSG00000271869	ENST00000607315	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-531A24.5	ENSG00000253636	ENST00000517664	antisense	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-531A24.7	ENSG00000272254	ENST00000607665	antisense	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP11-539E17.3	ENSG00000253410	ENST00000519311	transcribed_processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-539E17.5	ENSG00000253258	ENST00000522383	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-557C18.3	ENSG00000253607	ENST00000521258	antisense	0	0	0	13	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0
RP11-557C18.4	ENSG00000259631	ENST00000559049	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-561E1.1	ENSG00000253643	ENST00000517428	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-561E1.1	ENSG00000253643	ENST00000519364	antisense	0	0	0	10	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0
RP11-561E1.1	ENSG00000253643	ENST00000519893	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-561E1.1	ENSG00000253643	ENST00000520256	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-578O24.2	ENSG00000254352	ENST00000520351	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-582J16.3	ENSG00000254230	ENST00000517384	antisense	0	0	0	13	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	5
RP11-582J16.4	ENSG00000251034	ENST00000514980	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
RP11-582J16.5	ENSG00000253200	ENST00000521025	antisense	0	0	0	14	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	5
RP11-589C21.5	ENSG00000261449	ENST00000564481	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-589N15.2	ENSG00000269899	ENST00000602711	sense_intronic	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-594N15.3	ENSG00000260398	ENST00000565862	sense_overlapping	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-597M17.1	ENSG00000253397	ENST00000517735	antisense	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
RP11-597M17.2	ENSG00000253615	ENST00000521019	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597M17.3	ENSG00000253290	ENST00000517763	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-598P20.5	ENSG00000254673	ENST00000534420	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
RP11-624C23.1	ENSG00000253535	ENST00000518988	antisense	0	0	0	23	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1
RP11-624C23.1	ENSG00000253535	ENST00000519689	antisense	0	0	0	43	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	0	0	2
RP11-624C23.1	ENSG00000253535	ENST00000523578	antisense	0	0	0	41	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	0	0	0
RP11-624C23.1	ENSG00000253535	ENST00000523700	antisense	0	0	0	23	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1
RP11-659E9.2	ENSG00000240915	ENST00000524309	antisense	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-659E9.4	ENSG00000253121	ENST00000521556	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-661A12.12	ENSG00000254812	ENST00000524808	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-661A12.14	ENSG00000271912	ENST00000606452	lincRNA	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
RP11-661A12.5	ENSG00000254859	ENST00000530600	antisense	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
RP11-661A12.7	ENSG00000254741	ENST00000529247	antisense	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	8
RP11-661A12.9	ENSG00000255050	ENST00000531730	antisense	0	0	0	22	0	0	0	0	0	0	5	0	7	0	1	0	0	0	0	0	0	0	9
RP11-662B19.1	ENSG00000242958	ENST00000472104	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-662B19.2	ENSG00000254034	ENST00000520055	antisense	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP11-666I19.2	ENSG00000253267	ENST00000518009	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-666I19.2	ENSG00000253267	ENST00000518063	antisense	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
RP11-685B14.3	ENSG00000271654	ENST00000605477	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-706C16.5	ENSG00000253728	ENST00000519281	antisense	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP11-706C16.5	ENSG00000253728	ENST00000519411	antisense	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2
RP11-706C16.7	ENSG00000253196	ENST00000523657	antisense	0	0	0	7	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0
RP11-706C16.8	ENSG00000253715	ENST00000510610	antisense	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP11-707M3.3	ENSG00000272155	ENST00000606067	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-723D22.3	ENSG00000253829	ENST00000459965	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-726G23.12	ENSG00000255497	ENST00000533569	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-758M4.1	ENSG00000254349	ENST00000523442	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-758M4.4	ENSG00000253706	ENST00000518128	antisense	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
RP11-758M4.4	ENSG00000253706	ENST00000522914	antisense	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
RP11-758M4.4	ENSG00000253706	ENST00000523860	antisense	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
RP11-760H22.2	ENSG00000254343	ENST00000520544	lincRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RP11-760H22.2	ENSG00000254343	ENST00000574086	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP11-775B15.2	ENSG00000253398	ENST00000519786	antisense	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RP11-809O17.1	ENSG00000253210	ENST00000517908	antisense	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-809O17.1	ENSG00000253210	ENST00000520885	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-863K10.4	ENSG00000233170	ENST00000453751	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-863K10.4	ENSG00000233170	ENST00000521192	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-875O11.1	ENSG00000245025	ENST00000502083	antisense	0	0	0	20	0	0	0	0	0	0	6	0	7	0	3	0	0	0	0	0	0	0	4
RP11-875O11.1	ENSG00000245025	ENST00000523884	antisense	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
RP11-875O11.2	ENSG00000246130	ENST00000501897	antisense	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RP11-875O11.3	ENSG00000253616	ENST00000520840	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-875O11.3	ENSG00000253616	ENST00000523806	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-90P5.2	ENSG00000253356	ENST00000520598	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
RP11-90P5.5	ENSG00000240015	ENST00000476186	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-91J19.3	ENSG00000272293	ENST00000607549	antisense	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-91J19.4	ENSG00000272005	ENST00000607352	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-930P14.1	ENSG00000253389	ENST00000520418	antisense	0	0	0	7	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	2
RP11-930P14.1	ENSG00000253389	ENST00000522388	antisense	0	0	0	7	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	2
RP11-930P14.1	ENSG00000253389	ENST00000585088	antisense	0	0	0	7	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	2
RP11-956J14.1	ENSG00000237061	ENST00000442274	sense_intronic	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-959I15.4	ENSG00000254249	ENST00000522005	antisense	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
RP11-981G7.1	ENSG00000261451	ENST00000562242	sense_overlapping	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP11-98H4.4	ENSG00000254212	ENST00000521595	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-99I9.2	ENSG00000253495	ENST00000519781	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP13-582O9.5	ENSG00000253716	ENST00000517411	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-582O9.5	ENSG00000253716	ENST00000518073	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-582O9.5	ENSG00000253716	ENST00000519852	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-582O9.5	ENSG00000253716	ENST00000521207	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-582O9.5	ENSG00000253716	ENST00000523031	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
